incluir;productCode;categoria;titulo;rating;reviews;price;score;viatorUrl
x;50793P1;grand-canyon-tours;Small Group Tour: Grand Canyon West Rim, Skywalk & Hoover Dam;4.8700614;1139;229.99;4.861;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-Day-Trip-Hoover-Dam-and-Skywalk-from-Las-Vegas/d684-50793P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5602SWH_7D;grand-canyon-tours;7-Day: Zion, Bryce, Monument Valley, Arches and Grand Canyon Tour;4.9148936;188;1995;4.859;https://www.viator.com/tours/Las-Vegas/7-Day-National-Parks-Tour-Zion-Bryce-Canyon-Monument-Valley-and-Grand-Canyon-South-Rim/d684-5602SWH_7D?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3431P5;grand-canyon-tours;Grand Canyon West, Hoover Dam Stop, Breakfast, Lunch & Skywalk;4.854861;13022;94;4.854;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-West-Rim-Ultimate-VIP-Tour/d684-3431P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;60136P50;grand-canyon-tours;Private Tour: Grand Canyon West;4.958763;97;1074;4.853;https://www.viator.com/tours/Las-Vegas/Private-Group-Grand-Canyon-West-Rim-Day-Tour/d684-60136P50?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;472036P1;grand-canyon-tours;Grand Canyon West Rim including Skywalk and Lunch;5;69;375;4.852;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-Skywalk-and-The-Ranch/d684-472036P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;215651P2;grand-canyon-tours;Grand Canyon West Skywalk Western Ranch Joshua Forest;4.9850745;67;259;4.841;https://www.viator.com/tours/Kingman/Grand-Canyon-West-Skywalk-Optional/d50726-215651P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;190492P4;grand-canyon-tours;Grand Canyon National Park, Hoover Dam, Route 66 from Las Vegas;4.8712444;233;209;4.832;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-Hoover-Dam-and-Route-66-Group-Tour-From-Las-Vegas/d684-190492P4?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5602GCZMV_3D;grand-canyon-tours;3-Day Tour: Zion, Bryce Canyon, Monument Valley and Grand Canyon;4.844098;449;875;4.824;https://www.viator.com/tours/Las-Vegas/3-Day-National-Parks-Camping-Tour-Grand-Canyon-Zion-Bryce-Canyon-and-Monument-Valley-from-Las-Vegas/d684-5602GCZMV_3D?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;237649P1;grand-canyon-tours;Grand Canyon, Antelope Canyon, and Horseshoe Bend Day Tour;4.825;1680;346;4.82;https://www.viator.com/tours/Las-Vegas/Day-tour-to-three-great-landscapes/d684-237649P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5602GCZMVWINTER;grand-canyon-tours;PREMIUM 3-Day Winter Grand Canyon, Monument Valley and Zion Tour;4.939394;66;910;4.814;https://www.viator.com/tours/Las-Vegas/3-Day-National-Parks-Camping-Tour-Grand-Canyon-Zion-and-Monument-Valley-from-Las-Vegas/d684-5602GCZMVWINTER?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;60136P36;grand-canyon-tours;Grand Canyon National Park South from Las Vegas with Lunch, WiFi;4.796875;2048;79;4.793;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-South-Rim-Tour-with-Lunch-from-Las-Vegas/d684-60136P36?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5602P20;grand-canyon-tours;Premium 3 Day Grand Canyon, Monument Valley, Horseshoe Bend, Zion;4.90566;53;795;4.78;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-and-more-3-day-tour/d684-5602P20?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;43493P2;grand-canyon-tours;Grand Canyon West & Hoover Dam Tour With Breakfast At IHOP;4.7791047;3015;145;4.777;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-West-Rim-Day-Tour-from-Las-Vegas/d684-43493P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;472036P2;grand-canyon-tours;Grand Canyon/Route 66 Journey to the Bottom;4.9268293;41;325;4.773;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-Route-66-Journey-to-the-Bottom/d684-472036P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;60136P54;grand-canyon-tours;Private Grand Canyon National Park South Rim Day Tour from Las Vegas;4.923077;39;1317;4.768;https://www.viator.com/tours/Las-Vegas/Private-Group-Grand-Canyon-National-Park-South-Rim-Tour-from-Las-Vegas/d684-60136P54?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;110263P14;grand-canyon-tours;Grand Canyon Tour with Hoover Dam and Joshua Tree;5;25;239;4.765;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-Tour-with-Hoover-Dam-and-Joshua-Tree/d684-110263P14?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;129718P6;grand-canyon-tours;Spanish Grand Canyon Tour with Skywalk Access and Lunch;4.8490567;53;209;4.751;https://www.viator.com/tours/Las-Vegas/Spanish-Grand-Canyon-Tour-with-Skywalk-Access-and-Lunch/d684-129718P6?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;305932P8;grand-canyon-tours;Grand Canyon South Rim, Antelope Canyon and Horseshoe Bend Tour;4.822581;62;399;4.744;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-Dinosaur-Tracks-Antelope-Canyon-Horseshoe-Bend-Day-Trip-Las-Vegas/d684-305932P8?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;305932P13;grand-canyon-tours;2-Day Grand Canyon, Antelope Canyon, Monument Valley and Sedona;5;17;749;4.737;https://www.viator.com/tours/Las-Vegas/2-Day-8-spots-Grand-Canyon-Lower-Antelope-Canyon-Monument-Valley-and-Sedona/d684-305932P13?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;171491P1;grand-canyon-tours;Grand Canyon Tour in Spanish with Skywalk and Hoover Dam included;5;16;249;4.733;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-Tour-in-Spanish-with-Skywalk-Optional/d684-171491P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;336407P8;grand-canyon-tours;Grand Canyon ATV Tour + Horseback Riding Tour;4.9130435;23;600;4.731;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-ATV-Tour-Horseback-Riding-Tour/d684-336407P8?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;472036P3;grand-canyon-tours;Grand Canyon National Park Tour;5;15;388;4.729;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-National-Park-Tour/d684-472036P3?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3533STHRIM;grand-canyon-tours;Grand Canyon South Rim Day Tour from Las Vegas;4.820513;39;371.08;4.723;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-South-Rim-by-Tour-Trekker/d684-3533STHRIM?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5119P23;grand-canyon-tours;Grand Canyon West plus Hoover Dam VIP Day Tour from Las Vegas;4.728972;107;397.99;4.703;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-West-and-Hoover-Dam-VIP-Full-Day-Tour-from-Las-Vegas/d684-5119P23?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;60136P76;grand-canyon-tours;Grand Canyon, Bryce and Zion Ultimate 3 Park Experience;4.875;16;338;4.703;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-Bryce-and-Zion-Ultimate-3-Park-Experience/d684-60136P76?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3857P7;grand-canyon-tours;Grand Canyon West Rim Tour with Optional Skywalk;4.7777777;36;189;4.702;https://www.viator.com/tours/Las-Vegas/1-Day-Tour-fully-guided-at-the-Grand-Canyon-West-Rim/d684-3857P7?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;166735P3;grand-canyon-tours;Grand Canyon West Rim SUV Tour From Las Vegas With Lunch;4.7714286;35;499;4.699;https://www.viator.com/tours/Las-Vegas/Crand-Canyon-Wst-Rim-SUV-Tour/d684-166735P3?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;6338NORTH;grand-canyon-tours;Grand Canyon North Rim Tour by Airplane with ATV or 4x4 Ride;4.734694;49;504;4.691;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-North-Rim-Air-and-Ground-Tour-with-Optional-ATV-Ride/d684-6338NORTH?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;110263P1;grand-canyon-tours;Private Grand Canyon West and Joshua Tree Photography Tour;4.7113404;97;799;4.69;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-West-Rim-Day-Bus-Tour-with-options-for-Skywalk-Helicopter-and-Boat/d684-110263P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;343505P2;grand-canyon-tours;Grand Canyon, Antelope Canyon, Horseshoe Bend Tour from Las Vegas;4.75;24;351;4.681;https://www.viator.com/tours/Las-Vegas/Semi-Private-Photoshoot-Tour-Grand-Canyon-Sunrise-Tour/d684-343505P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;215651P1;grand-canyon-tours;Grand Canyon Caverns, Route 66 thru Crozier Canyon Tour;4.7619047;21;179;4.681;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-Caverns-Route-66-Museum-Winery-Tour/d684-215651P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;60136P3;grand-canyon-tours;Shuttle Between Las Vegas, Williams, Tusayan and Grand Canyon South Rim;4.652174;23;25;4.649;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-National-Park-Day-Trip-from-Las-Vegas/d684-60136P3?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;309754P2;grand-canyon-tours;Audio Driving Tour: Grand Canyon West, Hoover Dam Red Rock Canyon;4.607143;28;16.99;4.633;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-Hoover-Dam-Red-Rock-Canyon-Audio-Driving-Tours/d684-309754P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;18262P2;grand-canyon-tours;Grand Canyon West Rim Bus Tour + Optional Skywalk Tour;4.605263;4294;143;4.606;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-West-Rim-Bus-Tour-from-Las-Vegas/d684-18262P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5167SD;grand-canyon-tours;Self-Drive 1-Day Grand Canyon Whitewater Rafting Tour;4.56;50;634.99;4.604;https://www.viator.com/tours/Las-Vegas/Self-Drive-One-Day-Grand-Canyon-White-Water-Rafting-Tour/d684-5167SD?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;142926P5;grand-canyon-tours;Small Group Grand Canyon, Hoover Dam and Joshua Tree Forest Tour;4.5529413;85;179;4.588;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-West-Small-Group-Tour-from-Las-Vegas/d684-142926P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;209832P2;grand-canyon-tours;One day Grand Canyon Antelope Horseshoe :Stargazing Daily tour;4.4444447;27;369;4.576;https://www.viator.com/tours/Las-Vegas/Day-Tour-Grand-Canyon-Antelope-Canyon-and-Horseshoe-Bend/d684-209832P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3857WWD;grand-canyon-tours;3-Day Grand Canyon, Antelope, Bryce & Zion Tour from Vegas;4.4898787;247;620;4.516;https://www.viator.com/tours/Las-Vegas/3-Day-National-Parks-Tour-from-Las-Vegas-Grand-Canyon-Zion-and-Bryce-Canyon/d684-3857WWD?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3951WRV;grand-canyon-tours;VIP Luxury Grand Canyon West and Hoover Dam with Skywalk;4.4189725;253;290;4.457;https://www.viator.com/tours/Las-Vegas/Deluxe-Grand-Canyon-West-Rim-Day-Trip-from-Las-Vegas-with-Optional-Skywalk/d684-3951WRV?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;18262P1;grand-canyon-tours;Grand Canyon National Park South Rim Bus Tour from Las Vegas;4.3797307;3118;167;4.384;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-National-Park-Bus-Tour/d684-18262P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;6338VISIONARY;grand-canyon-tours;Grand Canyon West Rim Scenic Plane Tour from Las Vegas;4.2473116;186;264;4.332;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-West-Rim-Airplane-Tour/d684-6338VISIONARY?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3951WESTDLX;grand-canyon-tours;Grand Canyon West Bus Tour with Hoover Dam and Optional Skywalk;4.201158;7253;150;4.204;https://www.viator.com/tours/Las-Vegas/Grand-Canyon-and-Hoover-Dam-Day-Trip-from-Las-Vegas-with-Optional-Skywalk/d684-3951WESTDLX?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;73781P5;hoover-dam-tours;Hoover Dam Walk-On-Top Tour w/ Seven Magic Mountains & Vegas Sign;4.9784365;371;79.99;4.939;https://www.viator.com/tours/Las-Vegas/Small-Group-Hoover-Dam-Walk-On-Top-Tour-with-Seven-Magic-Mountains/d684-73781P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;240046P2;hoover-dam-tours;Hoover Dam and Hot Springs Kayak Tour with Lunch and Expert Guide;4.9661536;325;289;4.924;https://www.viator.com/tours/Las-Vegas/Kayak-Hoover-Dam/d684-240046P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;132218P623;hoover-dam-tours;Small Group Hoover Dam, 7 Magic Mountain Half Day Express Tour;4.9407663;287;68;4.897;https://www.viator.com/tours/Las-Vegas/Desert-Treasures-Hoover-Dam-Boulder-City-and-7-Magic-Mountains/d684-132218P623?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;73781P6;hoover-dam-tours;Small Group Hoover Dam: From Above, On Top and Below Tour;4.908497;459;99.99;4.883;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-From-Above-On-Top-And-Below-with-Boulder-City/d684-73781P6?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5145BCK;hoover-dam-tours;Hoover Dam and Black Canyon Full-Day Guided Kayak Tour;4.935484;186;315;4.874;https://www.viator.com/tours/Las-Vegas/Black-Canyon-Kayak-Day-Trip-from-Las-Vegas/d684-5145BCK?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;65770P2;hoover-dam-tours;Award Winning 3-Hour Hoover Dam Small Group Mini Tour from Vegas;4.871601;5296;68;4.87;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-Mini-Tour/d684-65770P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;142926P2;hoover-dam-tours;Red Rock Canyon, Hoover Dam, 7 Magic Mountains, Nelson Ghost Town;4.89759;332;150.41;4.865;https://www.viator.com/tours/Las-Vegas/Around-Las-Vegas-Tour/d684-142926P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3431HHD;hoover-dam-tours;Hoover Dam Comedy Tour with Lunch and Comedy Club Tickets;4.8542805;1098;109.99;4.845;https://www.viator.com/tours/Las-Vegas/Hoot-and-Hoover-Dam-Tour/d684-3431HHD?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;170456P2;hoover-dam-tours;Hoover Dam Kayak Tour with Shuttle - Hot Springs and Emerald Cave;4.886667;150;199;4.827;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-Kayak-Tour/d684-170456P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;132218P622;hoover-dam-tours;Small Group Seven Magic Mountains, Hoover Dam VIP Experience Tour;4.9142857;70;128;4.803;https://www.viator.com/tours/Las-Vegas/Exclusive-Hoover-Dam-Power-Plant-Tour-w-7-Magic-Mountains/d684-132218P622?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;14684P3;hoover-dam-tours;Hoover Dam 1.5‑Hour Raft Tour in Black Canyon;4.8355556;225;69;4.801;https://www.viator.com/tours/Las-Vegas/2-hour-Guided-River-Tour/d684-14684P3?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;126675P5;hoover-dam-tours;VIP Ultimate Speed Boats and Machine Gun Shooting Adventure with Hoover Dam;5;38;599;4.8;https://www.viator.com/tours/Las-Vegas/Speed-Boats-Machine-Guns-Hoover-Dam-All-Inclusive-Day-with-Gents-Club-and-Club/d684-126675P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5145HDBIKE;hoover-dam-tours;Mountain Bike Historical Tunnel Trail to Hoover Dam from Las Vegas;4.9347825;46;207;4.785;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-Mountain-Bike-Tour/d684-5145HDBIKE?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;60136P38;hoover-dam-tours;Hoover Dam Highlights Tour from Las Vegas, WiFi;4.7899084;1090;65;4.784;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-Highlights-Tour-from-Las-Vegas/d684-60136P38?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3431UHDT;hoover-dam-tours;Ultimate VIP Hoover Dam Tour from Las Vegas with Lunch;4.7800374;6983;59;4.779;https://www.viator.com/tours/Las-Vegas/Ultimate-Hoover-Dam-Tour/d684-3431UHDT?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;166735P2;hoover-dam-tours;Hoover Dam Tour by Luxury SUV;4.7891374;313;129;4.77;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-SUV-Tour/d684-166735P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;292084P2;hoover-dam-tours;Hoover Dam Kayaking Trip, 6 Hot Springs, 6 Caves, 4 Waterfalls;4.904762;42;293.04;4.765;https://www.viator.com/tours/Arizona/Kayaking-Hoover-Dam-Kayak-Trip-Sauna-Cave-Goldstrike-Boyscout/d271-292084P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;110263P10;hoover-dam-tours;Small Group Ghost Town Gold Mine Tour with Hoover Dam Photo Stop;4.862069;58;279;4.763;https://www.viator.com/tours/Las-Vegas/Ghost-Town-Gold-Mine-Hoover-Dam-and-Red-Rock-Sunset-Tour/d684-110263P10?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;240046P8;hoover-dam-tours;Hoover Dam Discovery Kayak Tour with Lake Mead Views;5;24;189;4.762;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-Discovery-via-Lake-Mead-Kayak-Tour/d684-240046P8?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;54567P2;hoover-dam-tours;Small Group Hoover Dam, Powerplant & O'Callahan Bridge Tour;5;22;125;4.755;https://www.viator.com/tours/Las-Vegas/SMALL-GROUP-Hoover-Dam-Powerplant-and-Bridge-Tour/d684-54567P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;39939P5;hoover-dam-tours;Hoover Dam to Willow Beach Guided Full Day Tour;5;22;200;4.755;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-to-Willow-Beach-Guided-Full-Day-Tour/d684-39939P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;7496P14;hoover-dam-tours;Hoover Dam Small Group Tour with BBQ Lunch Experience;4.878049;41;49;4.751;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-Small-Group-Mini-Tour-from-Las-Vegas/d684-7496P14?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5602P13;hoover-dam-tours;Exclusive: Private Tour of Las Vegas and the Hoover Dam;5;20;595;4.748;https://www.viator.com/tours/Las-Vegas/Viator-Exclusive-Private-Tour-of-Las-Vegas-and-the-Hoover-Dam/d684-5602P13?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;43493P3;hoover-dam-tours;Hoover Dam Tour from Las Vegas with Hot Breakfast;4.753398;515;85;4.744;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-Experience-from-Las-Vegas/d684-43493P3?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;240046P12;hoover-dam-tours;Emerald Cave Kayak + Hoover Dam Tour w/ Lunch & Las Vegas Shuttle;5;15;264.35;4.729;https://www.viator.com/tours/Las-Vegas/Walk-the-Hoover-Dam-and-Kayak-to-Emerald-Cave-combo/d684-240046P12?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5534656P1;hoover-dam-tours;Hoover Dam Express Walk on Top Tour;4.9375;16;79;4.718;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-Express/d684-5534656P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5119P15;hoover-dam-tours;Small-Group Hoover Dam Tour from Las Vegas;4.7291665;96;114.99;4.701;https://www.viator.com/tours/Las-Vegas/Small-Group-Hoover-Dam-VIP-Tour-from-Las-Vegas/d684-5119P15?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3533P15;hoover-dam-tours;Hoover Dam Inside and Out;4.7035575;253;142.49;4.694;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-Small-Group-by-Luxury-Tour-Trekker-AM-or-PM/d684-3533P15?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;14684P4;hoover-dam-tours;Hoover Dam Raft Tour with Transport & Swim in Black Canyon;4.75;28;119;4.684;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-Rafting-Post-Card-Tour-WITH-Transportation-Official/d684-14684P4?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5145P11;hoover-dam-tours;Black Canyon and Hoover Dam 2-Day Kayak Camping Adventure;4.75;20;694;4.677;https://www.viator.com/tours/Las-Vegas/Ringbolt-Run-2-Day-1-Night-Kayaking-Trip-on-Black-Canyon/d684-5145P11?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;17632P1;hoover-dam-tours;The Ultimate Vegas Adventure-Hoover Dam Experience;4.642105;190;199;4.643;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-Trike-Tour/d684-17632P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;60136P52;hoover-dam-tours;Private Tour: Hoover Dam w/ Optional Generator Tour from Vegas;4.612903;31;823;4.634;https://www.viator.com/tours/Las-Vegas/Private-Group-Hoover-Dam-Highlights-Tour-from-Las-Vegas/d684-60136P52?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;166735P5;hoover-dam-tours;Hoover Dam Private Tour BY Luxury SUV;4.6090226;133;209;4.62;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-Private-Tour-BY-Luxury-SUV/d684-166735P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3533HOOVER;hoover-dam-tours;Hoover Dam Top-to-Bottom Tour—Dam Walk, Powerplant & River Float;4.551282;156;293.45;4.575;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-Top-to-Bottom-by-Luxury-SUV-with-Colorado-River-Float/d684-3533HOOVER?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;60136P10;hoover-dam-tours;Hoover Dam Inside Tour from Las Vegas, WiFi;4.560484;496;85;4.568;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-Exploration-Tour-from-Las-Vegas/d684-60136P10?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;140793P1;adventure-tours;Self-Guided Emerald Cave Kayak Tour on Colorado River;4.9866157;523;79;4.957;https://www.viator.com/tours/Las-Vegas/Emerald-Cave-Kayak-Tour-Private-Tour/d684-140793P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;223210P1;adventure-tours;Outdoor Shooting Experience with Instructor in Las Vegas;4.985047;535;199;4.956;https://www.viator.com/tours/Las-Vegas/Outdoor-Shooting-With-Gun-Instructor-In-Las-Vegas/d684-223210P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;39939P2;adventure-tours;Emerald Cave and Black Canyon Kayak Tour with Vegas Pickup;4.966393;1339;149;4.955;https://www.viator.com/tours/Las-Vegas/Half-or-Full-Day-Kayaking-Tour-on-the-Colorado-River-from-Las-Vegas/d684-39939P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;18018P13;adventure-tours;Las Vegas Beginner ATV Tour with Safety Training;4.9590764;2468;90;4.953;https://www.viator.com/tours/Las-Vegas/Las-Vegas-ATVs-First-Time-Rider-Course/d684-18018P13?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;35263P8;adventure-tours;Outdoor Shooting Experience with Transfer and Lunch in Las Vegas;4.967742;620;99;4.944;https://www.viator.com/tours/Las-Vegas/Bullets-and-Burgers-Outdoor-Shooting-Experience/d684-35263P8?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;240046P1;adventure-tours;Emerald Cave Kayak Experience with Optional Las Vegas Shuttle;4.936558;1592;109.99;4.928;https://www.viator.com/tours/Las-Vegas/Kayak-Emerald-Cave-Express/d684-240046P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;240046P3;adventure-tours;Emerald Cave Kayak Tour with Lunch and Las Vegas Shuttle Option;4.9440746;751;162;4.926;https://www.viator.com/tours/Las-Vegas/Kayak-Emerald-Cave/d684-240046P3?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3611P1;adventure-tours;ATV Tour and Dune Buggy Chase Dakar Combo Adventure from Las Vegas;4.9530864;405;1158.26;4.92;https://www.viator.com/tours/Las-Vegas/Mini-Dakar-ATV-Tour-and-Dune-Buggy-Chase-Combo-Adventure/d684-3611P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;32338P1;adventure-tours;Guided Mojave Desert Off Road RZR Adventure;4.953846;390;114.99;4.919;https://www.viator.com/tours/Las-Vegas/2-or-3-hour-Desert-Adventure-by-RZR/d684-32338P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;378119P1;adventure-tours;Self-Guided Fear and Loathing ATV Rental;4.9473686;456;109;4.918;https://www.viator.com/tours/Las-Vegas/Fear-and-Loathing-ATV-Rental-Unguided/d684-378119P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;26719P8;adventure-tours;Half-Day Emerald Cave Kayak Tour with Optional Hotel Pickup;4.9186225;5198;99;4.916;https://www.viator.com/tours/Las-Vegas/Emerald-Cave-Kayaking-Tour/d684-26719P8?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;39939P4;adventure-tours;Self‑Drive Emerald Cave Kayak Tour in Black Canyon;4.930876;651;110;4.911;https://www.viator.com/tours/Las-Vegas/Half-Day-Kayak-Tour-in-the-Black-Canyon-Self-Drive/d684-39939P4?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;26719P1;adventure-tours;Self-Drive Emerald Cave Guided Kayak Tour from Willow Beach;4.94335;406;109;4.911;https://www.viator.com/tours/Las-Vegas/Half-Day-Kayak-Adventure-On-The-Colorado-River/d684-26719P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;13920P2;adventure-tours;Ultimate Outdoor Shooting Experience in Las Vegas;4.919337;905;160;4.905;https://www.viator.com/tours/Las-Vegas/Outdoor-Shooting-Experience-in-Las-Vegas/d684-13920P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;126675P1;adventure-tours;4 Gun Desert Shooting Adventure with Lunch;4.9506726;223;199;4.895;https://www.viator.com/tours/Las-Vegas/VIP-4-Gun-Special-with-Lunch-Vegas-Desert-Shooting-Adventure/d684-126675P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;301052P1;adventure-tours;Small Group Guided Colorado River and Emerald Cave Kayak Tour;4.9051094;548;73.04;4.884;https://www.viator.com/tours/Las-Vegas/Colorado-River-Half-Day-Kayak-Tour/d684-301052P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
