incluir;productCode;categoria;titulo;rating;reviews;price;score;viatorUrl
x;10652P1;adventure-tours;Machine Gun Experience in Las Vegas;4.888889;648;249.99;4.872;https://www.viator.com/tours/Las-Vegas/Machine-Gun-Experience-with-Military-Humvee-in-Las-Vegas/d684-10652P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;35263P5;adventure-tours;Outdoor Shooting Experience from Las Vegas with Optional ATV Tour;4.9008045;373;140;4.871;https://www.viator.com/tours/Las-Vegas/Outdoor-Shooting-Range-Package-from-Las-Vegas-with-Optional-ATV-Tour/d684-35263P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;39939P3;adventure-tours;Black Canyon Twilight Kayak Tour with Bonfire Experience;4.9891305;92;175;4.869;https://www.viator.com/tours/Las-Vegas/Twilight-Kayak-Tour-from-Las-Vegas/d684-39939P3?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;170456P1;adventure-tours;Emerald Cave Kayak Tour: Scenic Paddle with Optional Shuttle;4.8701344;3057;89;4.867;https://www.viator.com/tours/Las-Vegas/Emerald-Cave-Kayak-Tour/d684-170456P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;475178P1;adventure-tours;Self-Drive Emerald Cave Kayak Tour-Guided Willow Beach Paddle;4.988506;87;75;4.864;https://www.viator.com/tours/Las-Vegas/4-Hour-Emerald-Cave-Kayak-Tour/d684-475178P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;10559P3;adventure-tours;The Gamers Shooting Range Experience in Las Vegas;4.967742;93;219;4.856;https://www.viator.com/tours/Las-Vegas/Gamer-Shooting-Experience-in-Las-Vegas/d684-10559P3?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;228252P1;adventure-tours;Las Vegas Dunes ATV Tour;4.861702;1598;100;4.855;https://www.viator.com/tours/Las-Vegas/Las-Vegas-Dunes-ATV-Tour/d684-228252P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5116_HR001;adventure-tours;Red Rock Canyon Sunset Horseback Ride and Barbeque Dinner;4.8531976;1376;199;4.846;https://www.viator.com/tours/Las-Vegas/Red-Rock-Canyon-Sunset-Horseback-Ride-and-Barbeque/d684-5116_HR001?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;10559P14;adventure-tours;Seal Team 6 Shooting Range Experience in Las Vegas;4.9298244;114;239;4.844;https://www.viator.com/tours/Las-Vegas/4-Gun-Shooting-Experience-in-Las-Vegas/d684-10559P14?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5607299P2;adventure-tours;Las Vegas Outdoor Machine Gun and Rifle Shooting with Shuttle;4.9468083;94;159;4.843;https://www.viator.com/tours/Las-Vegas/Las-Vegas-Outdoor-Machine-Gun-and-Rifle-Shooting-with-Pickup/d684-5607299P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;477153P1;adventure-tours;Emerald Cave Half-Day Kayak Tour, a Triple Cave Adventure;4.972603;73;109;4.84;https://www.viator.com/tours/Las-Vegas/Emerald-Cave-Direct-Kayak-Tour/d684-477153P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;18018P8;adventure-tours;Half-Day Mojave Desert ATV Tour from Las Vegas;4.831596;7482;130;4.83;https://www.viator.com/tours/Las-Vegas/Mojave-Desert-ATV-Tour/d684-18018P8?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;26719P7;adventure-tours;Self-Guided Emerald Cave Kayak Rental at Willow Beach;4.903226;124;79;4.83;https://www.viator.com/tours/Las-Vegas/Bowl-of-Fire-Hike/d684-26719P7?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;341595P1;adventure-tours;Las Vegas Desert ATV Experience;4.8293233;3533;109;4.827;https://www.viator.com/tours/Las-Vegas/Mojave-Desert-ATV-Tour/d684-341595P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;18018P10;adventure-tours;Nellis Dunes ATV Tour from Las Vegas;4.8273616;3991;95;4.825;https://www.viator.com/tours/Las-Vegas/Las-Vegas-Dunes-Tour/d684-18018P10?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5052BREAKFAST;adventure-tours;Morning Horseback Ride with Breakfast from Las Vegas;4.8235292;1717;129.99;4.819;https://www.viator.com/tours/Las-Vegas/Morning-Maverick-Horseback-Ride-with-Breakfast/d684-5052BREAKFAST?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;170456P3;adventure-tours;Emerald Cave Kayak Rental with Optional Vegas Shuttle;4.844765;277;79;4.815;https://www.viator.com/tours/Las-Vegas/Emerald-Cave-Kayak-Rental-with-Optional-Shuttle-from-Las-Vegas/d684-170456P3?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;35263P7;adventure-tours;Outdoor Shooting and Off-Road Racing Combo;4.891089;101;514;4.81;https://www.viator.com/tours/Las-Vegas/Outdoor-Shooting-and-OFF-ROAD-RACING-Combo/d684-35263P7?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5116_HR005;adventure-tours;2-Hour Horseback Riding through Red Rock Canyon;4.818594;882;149;4.809;https://www.viator.com/tours/Las-Vegas/2-Hour-Horseback-Riding-through-Red-Rock-Canyon/d684-5116_HR005?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;137397P1;adventure-tours;Two Hour Off-Road Driving Adventure in Las Vegas;5;42;277.19;4.808;https://www.viator.com/tours/Las-Vegas/Off-Road-Driving-Adventure-in-Las-Vegas/d684-137397P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;10559P5;adventure-tours;Femme Fatale Shooting Range Experience in Las Vegas;4.96;50;159;4.804;https://www.viator.com/tours/Las-Vegas/Ladies-Only-Shooting-Package-in-Las-Vegas/d684-10559P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3017RAIDERS;adventure-tours;Old West ATV or RZR Adventure with Gold Mine Tour and Lunch;4.8097014;804;334;4.8;https://www.viator.com/tours/Las-Vegas/El-Dorado-Canyon-and-Gold-Mine-Trip/d684-3017RAIDERS?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;13920P4;adventure-tours;Sniper Experience Outdoor Shooting in Las Vegas;4.9423075;52;330;4.798;https://www.viator.com/tours/Las-Vegas/Sniper-Experience-Outdoor-Shooting-Package/d684-13920P4?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3017P16;adventure-tours;Ride The Past & Have a Blast: 1861 Ghost Town & ATV Tour;4.9761906;42;220;4.798;https://www.viator.com/tours/Las-Vegas/Eldorado-Canyon-ATV-RZR-Half-Day-Tour/d684-3017P16?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;26719P5;adventure-tours;Colorado River Full-Day Kayak Tour incl Hot Springs and Caves;4.97561;41;199;4.795;https://www.viator.com/tours/Las-Vegas/Full-Day-Colorado-River-Hot-Springs-Tour/d684-26719P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3611P5;adventure-tours;Las Vegas Sand Dune ATV Tour in Las Vegas;4.80077;1039;174.64;4.794;https://www.viator.com/tours/Las-Vegas/Las-Vegas-ATV-Tours-Express-Intro-Package/d684-3611P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;13920P9;adventure-tours;Off Road UTV and 3-Gun Shooting Package in Las Vegas;4.8613863;101;375;4.791;https://www.viator.com/tours/Las-Vegas/Off-Road-and-Shoot/d684-13920P9?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;302925P2;adventure-tours;Off Road Desert Adventure in 2-Seater CanAm;4.818182;132;329;4.771;https://www.viator.com/tours/Nevada/UTV-Ghost-Town-Drive-Adventure-Tour/d22171-302925P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;10559P9;adventure-tours;Special Air Services Shooting Range Experience in Las Vegas;5;27;229;4.771;https://www.viator.com/tours/Las-Vegas/Special-Air-Services-Shooting-Experience-in-Las-Vegas/d684-10559P9?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5052DINNER;adventure-tours;Wild West Sunset Horseback Ride with Dinner from Las Vegas;4.7741637;1076;159.99;4.769;https://www.viator.com/tours/Las-Vegas/Wild-West-Sunset-Horseback-Ride-with-Dinner/d684-5052DINNER?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;107180P5;adventure-tours;Always Private Group You Drive UTV Off Road 3 Hours. Near Vegas;5;25;336.5;4.765;https://www.viator.com/tours/Las-Vegas/Feel-Freedom-3-Hours-You-Drive-UTV-Las-Vegas-Desert-Experience/d684-107180P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;13920P12;adventure-tours;Off Road UTV Adrenaline Experience in Las Vegas;4.7748227;564;240;4.764;https://www.viator.com/tours/Las-Vegas/Off-Road-Las-Vegas/d684-13920P12?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;13920P7;adventure-tours;Apocalypse Shooting Experience in Las Vegas;5;24;1295;4.762;https://www.viator.com/tours/Las-Vegas/Apocalypse-12-Shooting-Package/d684-13920P7?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;126675P3;adventure-tours;Machine Gun Shooting Experience in Las Vegas with Lunch;4.962963;27;239;4.758;https://www.viator.com/tours/Las-Vegas/Best-Machine-Gun-Shoot-in-Vegas/d684-126675P3?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;18018P1;adventure-tours;ATV Tour of Lake Mead and Colorado River from Las Vegas;4.7791667;240;299;4.756;https://www.viator.com/tours/Las-Vegas/ATV-Tour-of-Lake-Mead-National-Park-and-Colorado-River-from-Las-Vegas/d684-18018P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;433878P5;adventure-tours;5 Hour Las Vegas Off-Road: Self Drive Jeep Mojave Adventure;5;22;320;4.755;https://www.viator.com/tours/Las-Vegas/5-hour-Private-Self-Guided-4x4-adventure-Secrets-of-the-West/d684-433878P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;314844P1;adventure-tours;Half-Day Emerald Cave Kayak Tour with Optional Transportation;4.7702703;296;95;4.753;https://www.viator.com/tours/Las-Vegas/Willow-Beach-Half-Day-Kayak-Tour/d684-314844P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;227219P2;adventure-tours;Grey Wolf Shooting Experience;5;20;399;4.748;https://www.viator.com/tours/Las-Vegas/Grey-Wolf/d684-227219P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;18018P18;adventure-tours;Nelson Hills Desert ATV Tour From Las Vegas;4.8208957;67;110;4.747;https://www.viator.com/tours/Las-Vegas/Hoover-Dam-Photo-Op-and-Mojave-Desert-ATV-Tour/d684-18018P18?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5145P12;adventure-tours;Emerald Cave Kayak Trip from Willow Beach near Las Vegas;4.836364;55;159;4.746;https://www.viator.com/tours/Las-Vegas/Willow-Beach-to-Emerald-Cave-Half-Day-Kayak-Trip-from-Las-Vegas/d684-5145P12?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;425382P1;adventure-tours;Las Vegas Guided Off-Road Adventure to Boathouse Cove;5;18;199.5;4.741;https://www.viator.com/tours/Las-Vegas/Off-road-guided-tour-of-Rainbow-Gardens-and-Lava-Butte-trails/d684-425382P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3611MBAD;adventure-tours;Extreme Dune Buggy Night Chase from Las Vegas;4.9545455;22;722.84;4.741;https://www.viator.com/tours/Las-Vegas/Extreme-Dune-Buggy-Night-Tour-from-Las-Vegas/d684-3611MBAD?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;218819P1;adventure-tours;Thin Blue Line Shooting Range Package;4.861111;36;130;4.737;https://www.viator.com/tours/Las-Vegas/Thin-Blue-Line-shooting-range-package/d684-218819P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;126675P2;adventure-tours;Desert Storm Shooting Experience with Lunch;5;16;499;4.733;https://www.viator.com/tours/Las-Vegas/PLATINUM-5-STAR-8-Gun-Desert-Shooting/d684-126675P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;393443P1;adventure-tours;Private ATV Riding in Las Vegas;4.755102;147;99;4.728;https://www.viator.com/tours/Las-Vegas/Come-ride-the-Vegas-San-Dunes/d684-393443P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;104700P5;adventure-tours;Off-Road Racing and Outdoor Shooting Package;4.909091;22;621.71;4.727;https://www.viator.com/tours/Las-Vegas/Off-Road-Racing-and-Outdoor-Shooting-Package/d684-104700P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;7197P1;adventure-tours;Adventure Awaits: 2-Hour ATV Ride in the Nellis Dunes;4.73057;386;130;4.721;https://www.viator.com/tours/Las-Vegas/ATV-Tours-at-Nellis-Dunes-from-Las-Vegas/d684-7197P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;109398P1;adventure-tours;Las Vegas ATV Tours;4.740741;162;105;4.719;https://www.viator.com/tours/Las-Vegas/ATV-RZR-Tours/d684-109398P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;215651P4;adventure-tours;Horseback Ride Joshua Tree Forest Buffalo Lunch Singing Cowboy;4.869565;23;269;4.717;https://www.viator.com/tours/Kingman/Horseback-Riding-Western-Breakfast-and-Buffalo/d50726-215651P4?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5052P1;adventure-tours;Las Vegas Horseback Ride with Meal;4.755814;86;129.99;4.716;https://www.viator.com/tours/Las-Vegas/Las-Vegas-Horseback-Ride-with-Meal/d684-5052P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;170456P4;adventure-tours;Moonlight Kayak Tour—Sunset Paddle, Neon Lights & Shuttle Option;4.894737;19;109;4.716;https://www.viator.com/tours/Las-Vegas/Emerald-Cave-Kayak-Tour-Self-Transportation-Deal/d684-170456P4?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;227219P1;adventure-tours;Eagle's Nest Shooting Experience;4.9333334;15;329;4.713;https://www.viator.com/tours/Las-Vegas/Eagles-Nest/d684-227219P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;18018P9;adventure-tours;Lake Mead National Park ATV Tour to the Colorado River & Off-Road Racing Combo;4.85;20;704.26;4.705;https://www.viator.com/tours/Las-Vegas/Lake-Mead-National-Park-ATV-Tour-to-the-Colorado-River-and-Off-Road-Racing-Combo/d684-18018P9?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5145P7;adventure-tours;Willow Beach Colorado River Kayak Day Trip with Lunch;4.7714286;35;218;4.699;https://www.viator.com/tours/Las-Vegas/Kayaking-Day-Trip-on-the-Colorado-River/d684-5145P7?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;240046P6;adventure-tours;Lake Mead Sunset Kayak Tour with Dinner, Swim and Campfire;4.8095236;21;189;4.695;https://www.viator.com/tours/Las-Vegas/Lake-Mead-Sunset-Paddle/d684-240046P6?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3611MINI;adventure-tours;Mini Baja Chase Dune Buggy Adventure in Las Vegas;4.690947;961;221.69;4.689;https://www.viator.com/tours/Las-Vegas/Mini-Baja-Buggy-Half-Day-Tour-from-Las-Vegas/d684-3611MINI?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;482338P1;adventure-tours;Las Vegas ATV Rentals;4.7727275;22;99;4.686;https://www.viator.com/tours/Las-Vegas/Side-by-side-Utv/d684-482338P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;10559P10;adventure-tours;Outdoor Shooting Range Experience in Las Vegas;4.8;15;299;4.683;https://www.viator.com/tours/Las-Vegas/Outdoor-Shooting-Experience-Beginner-Intermediate-or-Advance/d684-10559P10?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;104700P2;adventure-tours;Off Road Racing: 5 Laps;4.642857;28;405.79;4.646;https://www.viator.com/tours/Las-Vegas/Off-Road-Racing-5-Laps/d684-104700P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3611VAL;adventure-tours;Valley of Fire ATV, RZR, UTV or Dune Buggy Adventure;4.6413045;184;925.68;4.643;https://www.viator.com/tours/Las-Vegas/Valley-Of-Fire-Buggy-Tour/d684-3611VAL?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;191767P5;adventure-tours;Valley Of Fire Best Off Road Jeep Tour with Lunch;4.5;16;432.5;4.612;https://www.viator.com/tours/Las-Vegas/Valley-Of-Fire-Best-Offroad-Adventure/d684-191767P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;412691P1;adventure-tours;Emerald Cave Kayak Tour with Wildlife, Swim and Shuttle Option;4.5454545;66;129;4.589;https://www.viator.com/tours/Las-Vegas/Epic-Emerald-Cave-Kayak-Tours/d684-412691P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;65838P6;adventure-tours;Valley of Fire 3-Hour ATV Tour from Las Vegas;4.463054;203;199;4.5;https://www.viator.com/tours/Las-Vegas/Valley-of-Fire-ATV-Quad-450cc-750cc-3-hour-Tour/d684-65838P6?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;14272P1;day-trips;Scooter Tours of Red Rock Canyon;4.989001;2182;124.99;4.981;https://www.viator.com/tours/Las-Vegas/Red-Rock-Scooter-Tours/d684-14272P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;7079RREBIKE;day-trips;Red Rock Canyon eBike Half-Day Tour;4.9896855;1939;137;4.981;https://www.viator.com/tours/Las-Vegas/Red-Rock-Canyon-Electric-Bike-Tour/d684-7079RREBIKE?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;132218P394;day-trips;Small Group: Valley of Fire Half Day Tour from Las Vegas;4.9697857;3409;99;4.965;https://www.viator.com/tours/Las-Vegas/Small-Group-Valley-of-Fire-Half-Day-Hiking-Tour-from-Las-Vegas/d684-132218P394?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;6321VFH;day-trips;Valley of Fire Guided Hike from Las Vegas;4.960024;1676;128.99;4.951;https://www.viator.com/tours/Las-Vegas/Valley-of-Fire-Hiking-Tour-from-Las-Vegas/d684-6321VFH?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;60124P1;day-trips;Red Rock Canyon Self-Guided Electric Bike Tour;4.962264;795;129;4.944;https://www.viator.com/tours/Las-Vegas/Red-Rock-Canyon-Self-Guided-Electric-Bike-Tour/d684-60124P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;314757P3;day-trips;Best of Death Valley Small Group Day Tour from Las Vegas;4.9568243;718;199;4.937;https://www.viator.com/tours/Las-Vegas/Death-Valley-Day-Tour-From-Las-Vegas/d684-314757P3?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;56549P1;day-trips;Private Valley of Fire Hiking and Sightseeing Adventure;5;203;180;4.93;https://www.viator.com/tours/Nevada/Private-Valley-of-Fire-Hiking-and-Sightseeing-Adventure/d22171-56549P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;159353P1;day-trips;Award Winning Red Rock Canyon Tours;4.9292035;1017;95;4.916;https://www.viator.com/tours/Las-Vegas/Red-Rock-Discovery-Tours/d684-159353P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;73781P1;day-trips;Small-Group Lower Antelope Canyon & Horseshoe Bend Tour w/ Lunch;4.9430523;439;229.99;4.913;https://www.viator.com/tours/Las-Vegas/Antelope-Canyon-and-Horseshoe-Bend-Day-Tour-from-Las-Vegas/d684-73781P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;256446P5;day-trips;Valley of Fire Sunset Tour from Las Vegas;4.96063;254;128;4.909;https://www.viator.com/tours/Las-Vegas/New-Valley-of-Fire-Sunset-Tour/d684-256446P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;132218P432;day-trips;Zion National Park Small Group Hiking Day Tour from Las Vegas;4.941691;343;148;4.904;https://www.viator.com/tours/Las-Vegas/Small-Group-Zion-National-Park-In-Depth-Hiking-Tour-from-Vegas/d684-132218P432?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;398496P3;day-trips;Red Rock Canyon Fun Scenic Self-Drive Adventure;4.9501915;261;105;4.902;https://www.viator.com/tours/Las-Vegas/Red-Rock-Canyon-Scenic-Adventure-Car-Rental/d684-398496P3?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;256446P2;day-trips;Valley of Fire and Red Rock Canyon Day Tour from Las Vegas;4.9174194;775;148;4.901;https://www.viator.com/tours/Las-Vegas/Beautiful-one-day-tour-from-Las-Vegas-to-the-Valley-of-Fire-and-Red-Rock-Canyon/d684-256446P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;132218P5;day-trips;Lower Antelope Canyon and Horseshoe Bend Day Tour with Lunch;4.8889737;7854;189;4.887;https://www.viator.com/tours/Las-Vegas/Lower-Antelope-Canyon-and-Horseshoe-Bend-Day-Tour/d684-132218P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;159353P4;day-trips;The “As Seen on TV” Panoramic Red Rock Canyon Scenic Loop Tour;4.951807;166;105;4.881;https://www.viator.com/tours/Las-Vegas/Red-Rock-Scenic-Loop-Tour/d684-159353P4?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;179338P11;day-trips;Death Valley Sunset and Stargazing Tour from Las Vegas;4.87785;614;249;4.861;https://www.viator.com/tours/Las-Vegas/Death-Valley-full-day-tour-from-Las-Vegas-Watching-the-sunset-and-stars-Tour/d684-179338P11?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3533P14;day-trips;Red Rock Canyon with Rocky Gap Road 4x4 Jeep Tour;4.8965516;261;156.3;4.857;https://www.viator.com/tours/Las-Vegas/Red-Rock-Canyon-with-Rocky-Gap-4x4-Adventure/d684-3533P14?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;110263P6;day-trips;Private Guided Photography & Walking Tour of Zion National Park;4.9466667;75;399;4.827;https://www.viator.com/tours/Las-Vegas/VIP-Zion-National-Park-and-Sunset-at-Valley-of-Fire-Small-Group-Tour/d684-110263P6?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5109_HI002;day-trips;Red Rock Canyon Hike with Transport from Las Vegas;4.8369427;785;129.99;4.826;https://www.viator.com/tours/Las-Vegas/Red-Rock-Canyon-Hiking-Tour/d684-5109_HI002?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5109_CY003;day-trips;Guided Mountain Bike Tour of Mustang Trail in Red Rock Canyon;4.865854;164;149.99;4.815;https://www.viator.com/tours/Las-Vegas/Guided-Mountain-Bike-Tour-of-Mustang-Trail-in-Red-Rock-Canyon/d684-5109_CY003?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5535922P3;day-trips;Shared Tour in Red Rock Canyon;5;43;88.33;4.81;https://www.viator.com/tours/Las-Vegas/Explore-Red-Rock-Canyon-A-Scenic-Loop-Drive-Adventure/d684-5535922P3?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;215651P3;day-trips;Oatman Mining Camp & Burros: Historic Route 66 Tour from Laughlin;4.8761063;113;129;4.806;https://www.viator.com/tours/Kingman/Oatman-Village-Western-Mining-Town-and-Route-66-Experience/d50726-215651P3?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;377560P8;day-trips;Red Rock Canyon Talking GoCar Adventure — Fun, Self-Drive Tour;4.8342247;187;109;4.795;https://www.viator.com/tours/Las-Vegas/Red-Rock-Canyon-Talking-GoCar-Adventure-Fun-Self-Drive-Tour/d684-377560P8?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;169224P5;day-trips;California Desert, Seven Magic Mountains and Las Vegas Sign;4.8304095;171;59;4.789;https://www.viator.com/tours/Las-Vegas/California-Desert-Seven-Magic-Mountains-Las-Vegas-Sign/d684-169224P5?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;110263P7;day-trips;Death Valley Day & Night Tour - Scenic Stops, Sunset & Stargazing;4.8396945;131;299;4.787;https://www.viator.com/tours/Las-Vegas/Death-Valley-Stargazing-Winery-Tour-and-Scenic-Viewpoints/d684-110263P7?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;60136P1;day-trips;Antelope Canyon & Horseshoe Bend from Vegas, Lunch, Free WiFi;4.788935;2151;170;4.786;https://www.viator.com/tours/Las-Vegas/Antelope-Canyon-Horseshoe-Bend-Day-Tour-from-Las-Vegas/d684-60136P1?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5602DVNPDT;day-trips;Small-Group Death Valley National Park Day Tour from Las Vegas;4.808036;224;279;4.779;https://www.viator.com/tours/Las-Vegas/Small-Group-Death-Valley-National-Park-Day-Trip-from-Las-Vegas/d684-5602DVNPDT?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3533VOF;day-trips;Valley of Fire Day Tour from Las Vegas;4.8061223;196;195.64;4.774;https://www.viator.com/tours/Las-Vegas/Valley-of-Fire-Luxury-Tour-Trekker-Excursion/d684-3533VOF?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;224423P6;day-trips;4-Hour Private Hidden Hot Springs Tour near Death Valley;5;28;175;4.774;https://www.viator.com/tours/Las-Vegas/Soak-in-a-secret-hot-spring-near-Death-Valley-National-Park/d684-224423P6?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;73781P10;day-trips;Death Valley Small Group Day Tour From Las Vegas;4.9444447;36;164.99;4.772;https://www.viator.com/tours/Las-Vegas/Death-Valley-Small-Group-Day-Tour-From-Las-Vegas/d684-73781P10?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;142926P3;day-trips;Valley of Fire/ Mojave Desert VIP Small Group Tour From Las Vegas;4.799043;209;123.19;4.77;https://www.viator.com/tours/Las-Vegas/Valley-of-Fire-Lost-City-Museum-SMALL-GROUP-TOUR/d684-142926P3?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;190492P2;day-trips;Valley of Fire Guided Hiking Tour From Las Vegas;5;26;149;4.768;https://www.viator.com/tours/Las-Vegas/Tour-to-Valley-of-Fire-Hoover-Dam-Lake-Mead-Overlook/d684-190492P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;6321P2;day-trips;Red Rock Canyon Hiking Adventure fom Las Vegas;4.9411764;34;139;4.766;https://www.viator.com/tours/Las-Vegas/Hiking-Adventure-at-Red-Rock-Canyon/d684-6321P2?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3533RRC;day-trips;Red Rock Canyon from Las Vegas;4.789256;242;126.53;4.765;https://www.viator.com/tours/Las-Vegas/Red-Rock-Canyon-Luxury-Tour-Trekker-Experience/d684-3533RRC?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;60124P4;day-trips;Sunrise Red Rock Canyon Self-Guided Electric Bike Tour with Hotel Pick-up;5;25;154;4.765;https://www.viator.com/tours/Las-Vegas/SUNRISE-at-Red-Rock-Canyon-Self-Guided-Electric-Bike-Tour-With-PICK-UP/d684-60124P4?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;5119_O0028;day-trips;Small Group: Bryce Canyon and Zion National Park Day Tour;4.78355;231;321.99;4.759;https://www.viator.com/tours/Las-Vegas/Bryce-Canyon-and-Zion-National-Parks-Small-Group-Tour-from-Las-Vegas/d684-5119_O0028?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;3533DEATHVALLEY;day-trips;Death Valley Explorer Tour by Tour Trekker from Las Vegas;4.8055553;108;313.66;4.756;https://www.viator.com/tours/Las-Vegas/Death-Valley-Explorer-Tour-by-Tour-Trekker/d684-3533DEATHVALLEY?mcid=42383&pid=P00140156&medium=api&api_version=2.0
x;73781P11;day-trips;Death Valley Small Group Day Tour with Sunset and Stargazing;4.87234;47;229.99;4.756;https://www.viator.com/tours/Las-Vegas/Death-Valley-Sunset-and-Stargazing-Small-Group-Tour/d684-73781P11?mcid=42383&pid=P00140156&medium=api&api_version=2.0
